OBJECTID,TYPE,YEAR,DATE_,TIME,CCN,AGE,OFFENSE_DISTRICT,OFFENSE_PSA,OFFENSE_BLOCKX,OFFENSE_BLOCKY,DEFENDANT_PSA,DEFENDANT_DISTRICT,RACE,ETHNICITY,SEX,CATEGORY,DESCRIPTION,ADDRESS,ARREST_BLOCKX,ARREST_BLOCKY,DATETIME
9167,Public consumption,2016,2016/08/18 04:00:00+00,Juvenile,Juvenile,Juvenile,4D,403,0,0,405,4D,Juvenile,Juvenile,Juvenile,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",Juvenile,0,0,2016/08/18 04:00:00+00
9168,Distribution,2016,2016/08/19 04:00:00+00,17:12:54,b'\x19\xab\x86{_\xab\x01',26,6D,603,404400,136200,604,6D,B ,N ,M,Narcotics,Distribution Of Marijuana-misd,3900 BLOCK OF DIX STREET NE,404400,136200,2016/08/19 21:12:54+00
9169,Possession,2016,2016/08/20 04:00:00+00,2:44:29,b'\x86\xb1\xb7\xf4+~\xf3',30,7D,707,399400,129500,707,7D,B ,U ,M,Narcotics,Poss Of A Controlled Substance -misd,3800 BLOCK OF HALLEY TERRACE SE,399400,129500,2016/08/20 06:44:29+00
9170,Public consumption,2016,2016/08/20 04:00:00+00,15:10:17,b'\xa4\x04\x80\x182F\xb7',35,3D,301,397100,138300,707,7D,B ,U ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",1400 BLOCK OF R STREET NW,397100,138300,2016/08/20 19:10:17+00
9171,Public consumption,2016,2016/08/20 04:00:00+00,15:10:24,b'\xa4\x04\x80\x182F\xb7',24,3D,301,397100,138300,307,3D,B ,N ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",1400 BLOCK OF R STREET NW,397100,138300,2016/08/20 19:10:24+00
9172,Public consumption,2016,2016/08/20 04:00:00+00,15:10:36,b'\xa4\x04\x80\x182F\xb7',24,3D,301,397100,138300,505,5D,B ,N ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",1400 BLOCK OF R STREET NW,397100,138300,2016/08/20 19:10:36+00
9173,Public consumption,2016,2016/08/20 04:00:00+00,23:59:33,b'\xea}\xe3D\xdc\x12\x00',19,3D,303,396400,139200,605,6D,B ,N ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",2300 BLOCK OF 18TH STREET NW,396400,139200,2016/08/21 03:59:33+00
9174,Public consumption,2016,2016/08/22 04:00:00+00,19:00:04,b'\x83]\xa9=l\x7f\xb1',22,4D,402,397600,144100,401,4D,B ,N ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",900 BLOCK OF RITTENHOUSE STREET NW,397600,144100,2016/08/22 23:00:04+00
9175,Public consumption,2016,2016/08/23 04:00:00+00,20:55:36,b'\xa4\xe9\xaa\xdcl\xa6\x05',22,4D,404,397900,141000,404,4D,B ,N ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",3700 BLOCK OF GEORGIA AVENUE NW,397900,141000,2016/08/24 00:55:36+00
9176,Public consumption,2016,2016/08/23 04:00:00+00,21:09:06,b'\x14L\x1cP\x98SB',26,4D,404,397800,140900,405,4D,B ,N ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",3700 BLOCK OF 9TH STREET NW,397800,140900,2016/08/24 01:09:06+00
9177,Possession with intent to distribute,2016,2016/08/24 04:00:00+00,10:45:56,b'\xf47\x81\x97\x80\x84[',45,6D,601,405700,138300,601,6D,B ,N ,M,Narcotics,Poss W/i To Dist Marijuana-misd,1600 BLOCK OF KENILWORTH AVENUE NE,405700,138300,2016/08/24 14:45:56+00
9178,Distribution,2016,2016/08/24 04:00:00+00,15:45:30,b'Q\xf5\xca\xc2\xb28\xf5',45,3D,301,397200,138800,307,3D,B ,N ,M,Narcotics,Distribution Of Marijuana-misd,1900 BLOCK OF 14TH STREET NW,397200,138800,2016/08/24 19:45:30+00
9179,Distribution,2016,2016/08/24 04:00:00+00,15:45:58,b'Q\xf5\xca\xc2\xb28\xf5',48,3D,301,397200,138800,407,4D,B ,U ,M,Narcotics,Distribution Of Marijuana-misd,1900 BLOCK OF 14TH STREET NW,397200,138800,2016/08/24 19:45:58+00
9180,Distribution,2016,2016/08/24 04:00:00+00,16:51:16,b'\xe3\ng\xb4s\xd4\xe5',46,3D,305,398100,138500,306,3D,B ,N ,M,Narcotics,Distribution Of Marijuana-misd,1800 BLOCK OF 7TH STREET NW,398100,138500,2016/08/24 20:51:16+00
9181,Distribution,2016,2016/08/24 04:00:00+00,16:51:18,b'\xe3\ng\xb4s\xd4\xe5',48,3D,305,398100,138500,501,5D,B ,U ,M,Narcotics,Distribution Of Marijuana-misd,1800 BLOCK OF 7TH STREET NW,398100,138500,2016/08/24 20:51:18+00
9182,Public consumption,2016,2016/08/24 04:00:00+00,18:11:37,b'\xed_@\x0cXl\xe8',23,3D,301,397100,138900,301,3D,W ,H ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",1400 BLOCK OF V STREET NW,397100,138900,2016/08/24 22:11:37+00
9183,Public consumption,2016,2016/08/24 04:00:00+00,18:11:59,b'\xed_@\x0cXl\xe8',40,3D,301,397100,138900,301,3D,B ,U ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",1400 BLOCK OF V STREET NW,397100,138900,2016/08/24 22:11:59+00
9184,Public consumption,2016,2016/08/24 04:00:00+00,Juvenile,Juvenile,Juvenile,7D,705,0,0,,,Juvenile,Juvenile,Juvenile,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",Juvenile,0,0,2016/08/24 04:00:00+00
9185,Public consumption,2016,2016/08/25 04:00:00+00,16:50:59,"b'I\xc5\nV\xbe\x86;'",25,4D,404,397800,141000,404,4D,B ,N ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",3700 BLOCK OF 9TH STREET NW,397800,141000,2016/08/25 20:50:59+00
9186,Possession with intent to distribute,2016,2016/08/25 04:00:00+00,22:00:36,b'\x07\xe7\xc0&\xc8I\x84',25,5D,502,400100,139600,505,5D,B ,U ,M,Narcotics,Poss W/i To Dist Marijuana-misd,2600 BLOCK OF 6TH STREET NE,400100,139600,2016/08/26 02:00:36+00
9187,Distribution,2016,2016/08/26 04:00:00+00,12:17:35,b'/n\x1bV\x90\x88\xa1',30,7D,707,400200,130800,702,7D,B ,U ,M,Narcotics,Distribution Of A Controlled Substance,2900 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,400200,130800,2016/08/26 16:17:35+00
9188,Public consumption,2016,2016/08/26 04:00:00+00,14:30:06,b'\xc1\xeb}\xd4\xf0gC',19,3D,304,397300,139700,703,7D,B ,N ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",1300 BLOCK OF GIRARD STREET NW,397300,139700,2016/08/26 18:30:06+00
9189,Public consumption,2016,2016/08/26 04:00:00+00,14:30:38,b'\xc1\xeb}\xd4\xf0gC',28,3D,304,397300,139700,303,3D,B ,N ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",1300 BLOCK OF GIRARD STREET NW,397300,139700,2016/08/26 18:30:38+00
9190,Public consumption,2016,2016/08/26 04:00:00+00,14:30:50,b'\xc1\xeb}\xd4\xf0gC',20,3D,304,397300,139700,301,3D,B ,N ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",1300 BLOCK OF GIRARD STREET NW,397300,139700,2016/08/26 18:30:50+00
9191,Public consumption,2016,2016/08/26 04:00:00+00,14:30:53,b'\xc1\xeb}\xd4\xf0gC',18,3D,304,397300,139700,301,3D,B ,N ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",1300 BLOCK OF GIRARD STREET NW,397300,139700,2016/08/26 18:30:53+00
9192,Possession with intent to distribute,2016,2016/08/26 04:00:00+00,20:30:04,b'\x84\xb4\xc4\xad\t\x9c$',20,4D,403,398400,143000,502,5D,B ,N ,M,Narcotics,Poss W/i To Dist Marijuana-misd,400 BLOCK OF JEFFERSON STREET NW,398400,143000,2016/08/27 00:30:04+00
9193,Possession with intent to distribute,2016,2016/08/27 04:00:00+00,23:30:22,b'\xd5\x9fD0\xf4Qq',25,3D,303,396300,139200,606,6D,B ,N ,M,Narcotics,Poss W/i To Dist Marijuana-fel,2400 BLOCK OF 18TH STREET NW,396300,139200,2016/08/28 03:30:22+00
9194,Possession with intent to distribute,2016,2016/08/27 04:00:00+00,23:30:33,b'\xd5\x9fD0\xf4Qq',20,3D,303,396300,139200,606,6D,B ,N ,M,Narcotics,Poss W/i To Dist Marijuana-fel,2400 BLOCK OF 18TH STREET NW,396300,139200,2016/08/28 03:30:33+00
9195,Public consumption,2016,2016/08/31 04:00:00+00,11:30:01,b'P\x18\xc2\xa22\xfb\x9a',22,5D,507,402100,136800,507,5D,B ,N ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",1900 BLOCK OF BENNETT PLACE NE,402100,136800,2016/08/31 15:30:01+00
9196,Distribution,2016,2016/08/31 04:00:00+00,16:15:36,b'\xee\x08\x8e\xabPZ(',19,3D,307,397600,138200,307,3D,W ,H ,M,Narcotics,Distribution Of Marijuana-misd,1600 BLOCK OF 11TH STREET NW,397600,138200,2016/08/31 20:15:36+00
9197,Public consumption,2016,2016/08/31 04:00:00+00,17:19:44,b'\x07o*\xda\x91U\xa1',21,4D,409,397100,140700,706,7D,B ,U ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",1400 BLOCK OF OGDEN STREET NW,397100,140700,2016/08/31 21:19:44+00
9198,Possession with intent to distribute,2016,2016/09/01 04:00:00+00,8:33:15,b'\x8c\xc4\x832\t\xdb`',19,1D,104,400700,136700,104,1D,B ,U ,F,Narcotics,Poss W/i To Dist A Controlled Substance,600 BLOCK OF 10TH STREET NE,400700,136700,2016/09/01 12:33:15+00
9199,Public consumption,2016,2016/09/01 04:00:00+00,16:49:29,b'2\x95th:\x94\xdf',25,2D,206,393900,137300,401,4D,B ,N ,F,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",3500 BLOCK OF WATER STREET NW,393900,137300,2016/09/01 20:49:29+00
9200,Public consumption,2016,2016/09/01 04:00:00+00,16:51:43,b'2\x95th:\x94\xdf',24,2D,206,393900,137300,401,4D,B ,N ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",3500 BLOCK OF WATER STREET NW,393900,137300,2016/09/01 20:51:43+00
9201,Public consumption,2016,2016/09/01 04:00:00+00,18:20:58,b')\xe2\xe0\x82\x16\x0cd',19,4D,407,398600,142400,405,4D,B ,N ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",300 BLOCK OF DELAFIELD PLACE NW,398600,142400,2016/09/01 22:20:58+00
9202,Possession with intent to distribute,2016,2016/09/01 04:00:00+00,Juvenile,Juvenile,Juvenile,1D,104,0,0,104,1D,Juvenile,Juvenile,Juvenile,Narcotics,Poss W/i To Dist A Controlled Substance,Juvenile,0,0,2016/09/01 04:00:00+00
9203,Public consumption,2016,2016/09/02 04:00:00+00,0:45:23,b'\xe19k\x83sJ`',30,3D,303,396300,139400,,,B ,H ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",1800 BLOCK OF BILTMORE STREET NW,396200,139400,2016/09/02 04:45:23+00
9204,Distribution,2016,2016/09/02 04:00:00+00,17:01:20,b'\xe5\xff \\\xe2`\x96',27,7D,702,402700,132400,302,3D,B ,N ,M,Narcotics,Distribution Of Marijuana-misd,2700 BLOCK OF NAYLOR ROAD SE,402700,132400,2016/09/02 21:01:20+00
9205,Public consumption,2016,2016/09/02 04:00:00+00,19:39:27,b'\xca\x07m\xb9\x18\xdc|',18,4D,405,401000,142500,405,4D,B ,N ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",4900 BLOCK OF 12TH STREET NE,400800,142400,2016/09/02 23:39:27+00
9206,Possession with intent to distribute,2016,2016/09/02 04:00:00+00,20:00:37,"b'\xed\xa6\xcdD\xff,\xc2'",30,1D,102,398100,136700,502,5D,B ,U ,M,Narcotics,Poss W/i To Dist A Controlled Substance,600 BLOCK OF 7TH STREET NW,398100,136700,2016/09/03 00:00:37+00
9207,Public consumption,2016,2016/09/02 04:00:00+00,20:43:04,b'\xce\xf3\x9c\xacj\x83\x02',51,1D,102,398400,136900,,,B ,U ,F,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",400 BLOCK OF H STREET NW,398400,136900,2016/09/03 00:43:04+00
9208,Public consumption,2016,2016/09/03 04:00:00+00,20:56:17,b'g\xfd\xbc\x99M\xad\xcd',18,2D,206,393900,137300,103,1D,B ,N ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",3500 BLOCK OF WATER STREET NW,393900,137300,2016/09/04 00:56:17+00
9209,Public consumption,2016,2016/09/03 04:00:00+00,23:05:24,b'|\x00\r\xe8\xd8\xae\xa6',52,1D,102,398300,137000,103,1D,B ,U ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",500 BLOCK OF I STREET NW,398300,137000,2016/09/04 03:05:24+00
9210,Public consumption,2016,2016/09/04 04:00:00+00,22:20:21,b'oG\xdeP\x93q\xb6',28,6D,601,405400,138200,603,6D,B ,N ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",4400 BLOCK OF PONDS STREET NE,405400,138200,2016/09/05 02:20:21+00
9211,Public consumption,2016,2016/09/06 04:00:00+00,17:25:12,"b""\x10C'G\xc8V=""",23,4D,403,397500,143100,403,4D,B ,U ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",1200 BLOCK OF JEFFERSON STREET NW,397500,143100,2016/09/06 21:25:12+00
9212,Public consumption,2016,2016/09/08 04:00:00+00,16:20:37,b'\x8dHrH\xfc\xa7\xeb',21,4D,403,397800,143100,403,4D,W ,H ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",5400 BLOCK OF 9TH STREET NW,397800,143100,2016/09/08 20:20:37+00
9213,Distribution,2016,2016/09/08 04:00:00+00,16:39:29,"b':5t\xd1y,\x14'",27,7D,708,399900,128200,707,7D,B ,N ,M,Narcotics,Distribution Of Marijuana-misd,4700 BLOCK OF SOUTH CAPITOL STREET SE,399900,128200,2016/09/08 20:39:29+00
9214,Public consumption,2016,2016/09/08 04:00:00+00,17:42:00,b'\xebD\xbd\x90N[\x00',33,4D,403,397800,143000,503,5D,B ,U ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",800 BLOCK OF JEFFERSON STREET NW,397800,143000,2016/09/08 21:42:00+00
9215,Possession with intent to distribute,2016,2016/09/09 04:00:00+00,17:30:13,b'T\x16\xab\x93#\xce}',24,5D,507,402400,137300,406,4D,B ,N ,M,Narcotics,Poss W/i To Dist Marijuana-misd,800 BLOCK OF 26TH STREET NE,402500,137200,2016/09/09 21:30:13+00
9216,Possession with intent to distribute,2016,2016/09/09 04:00:00+00,19:30:09,b'\x9d\x12\x12ny\xcb{',36,5D,505,401700,139000,Out of State,Out of State,B ,N ,M,Narcotics,Poss W/i To Dist Marijuana-misd,1600 BLOCK OF W STREET NE,401700,139000,2016/09/09 23:30:09+00
9217,Public consumption,2016,2016/09/13 04:00:00+00,17:59:28,b'4\xa8\x1f`\xca\x87)',23,3D,302,397000,140300,409,4D,U,H ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",1400 BLOCK OF PARK ROAD NW,397000,140300,2016/09/13 21:59:28+00
9218,Distribution,2016,2016/09/14 04:00:00+00,16:05:44,b')\x95vQ\xa8\x89\x0c',24,3D,302,397200,140000,302,3D,U,N ,M,Narcotics,Distribution Of Marijuana-misd,3000 BLOCK OF 14TH STREET NW,397200,140000,2016/09/14 20:05:44+00
9219,Distribution,2016,2016/09/14 04:00:00+00,17:09:48,b'\xbal\xf6\xa9=\x10(',22,6D,604,407000,135300,604,6D,B ,U ,M,Narcotics,Distribution Of Marijuana-misd,5500 BLOCK OF CENTRAL AVENUE SE,407000,135300,2016/09/14 21:09:48+00
9220,Public consumption,2016,2016/09/14 04:00:00+00,17:48:57,b'\xc2\xe6\xecj\x82E]',18,7D,708,399800,129000,607,6D,B ,N ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",4300 BLOCK OF 3RD STREET SE,399800,129000,2016/09/14 21:48:57+00
9221,Public consumption,2016,2016/09/15 04:00:00+00,0:55:41,b'\xaa\xd2A\xb9\x05\x90B',33,3D,307,397600,138200,307,3D,B ,N ,F,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",1600 BLOCK OF 11TH STREET NW,397600,138200,2016/09/15 04:55:41+00
9222,Public consumption,2016,2016/09/15 04:00:00+00,16:05:52,b'\x13/n\xd2\x8eKH',21,3D,305,398100,138700,603,6D,B ,N ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",1900 BLOCK OF 7TH STREET NW,398100,138700,2016/09/15 20:05:52+00
9223,Distribution,2016,2016/09/15 04:00:00+00,20:30:41,b'\x13\x1e_\xad\xc3\xe9\x90',29,3D,306,398100,138700,308,3D,B ,N ,M,Narcotics,Distribution Of Marijuana-misd,2000 BLOCK OF GEORGIA AVENUE NW,398100,138700,2016/09/16 00:30:41+00
9224,Public consumption,2016,2016/09/15 04:00:00+00,22:45:38,b'\xd4+2\xc3\xa0\xaap',36,3D,305,398000,139000,Out of State,Out of State,B ,N ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",2100 BLOCK OF 8TH STREET NW,398000,139000,2016/09/16 02:45:38+00
9225,Public consumption,2016,2016/09/16 04:00:00+00,16:30:02,b'\x06\xec\x92\xfb\xc7\x16F',30,3D,301,397200,138800,507,5D,B ,U ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",2000 BLOCK OF 14TH STREET NW,397200,138800,2016/09/16 20:30:02+00
9226,Public consumption,2016,2016/09/16 04:00:00+00,16:30:06,b'\x06\xec\x92\xfb\xc7\x16F',22,3D,301,397200,138800,301,3D,B ,N ,F,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",2000 BLOCK OF 14TH STREET NW,397200,138800,2016/09/16 20:30:06+00
9227,Public consumption,2016,2016/09/16 04:00:00+00,16:30:24,b'\x06\xec\x92\xfb\xc7\x16F',22,3D,301,397200,138800,506,5D,B ,N ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",2000 BLOCK OF 14TH STREET NW,397200,138800,2016/09/16 20:30:24+00
9228,Public consumption,2016,2016/09/16 04:00:00+00,16:30:29,b'\x06\xec\x92\xfb\xc7\x16F',20,3D,301,397200,138800,,,B ,N ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",2000 BLOCK OF 14TH STREET NW,397200,138800,2016/09/16 20:30:29+00
9229,Public consumption,2016,2016/09/16 04:00:00+00,16:30:44,b'\x06\xec\x92\xfb\xc7\x16F',44,3D,301,397200,138800,Out of State,Out of State,B ,N ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",2000 BLOCK OF 14TH STREET NW,397200,138800,2016/09/16 20:30:44+00
9230,Distribution,2016,2016/09/16 04:00:00+00,17:07:22,b'\xb3\xd5\xda\xf35\xca\x12',20,7D,708,399800,128300,706,7D,B ,N ,F,Narcotics,Distribution Of A Controlled Substance,4600 BLOCK OF SOUTH CAPITOL STREET SE,399800,128300,2016/09/16 21:07:22+00
9231,Possession with intent to distribute,2016,2016/09/16 04:00:00+00,17:50:04,b'\xe5\xc4\x17 jr\xd4',34,7D,706,401000,129400,706,7D,B ,U ,M,Narcotics,Poss W/i To Dist Marijuana-fel,4300 BLOCK OF WHEELER ROAD SE,401000,129400,2016/09/16 21:50:04+00
9232,Distribution,2016,2016/09/16 04:00:00+00,19:18:00,b'\xd9u\xf5x\xe1\xe6G',31,7D,708,399500,129000,604,6D,B ,N ,M,Narcotics,Distribution Of Marijuana-misd,UNIT BLOCK OF CHESAPEAKE STREET SE,399500,129000,2016/09/16 23:18:00+00
9233,Possession with intent to distribute,2016,2016/09/16 04:00:00+00,21:35:22,"b'+=,U\xa4\x1a`'",37,3D,302,397100,140000,Out of State,Out of State,B ,N ,M,Narcotics,Poss W/i To Dist Marijuana-misd,1400 BLOCK OF COLUMBIA ROAD NW,397100,140000,2016/09/17 01:35:22+00
9234,Distribution,2016,2016/09/17 04:00:00+00,18:11:15,b'\xe5)\xb9`+m\x0e',50,7D,705,400500,130200,,1D,B ,N ,M,Narcotics,Distribution Of Marijuana-misd,3500 BLOCK OF WHEELER ROAD SE,400500,130200,2016/09/17 22:11:15+00
9235,Distribution,2016,2016/09/17 04:00:00+00,18:11:35,b'\xe5)\xb9`+m\x0e',43,7D,705,400500,130200,704,7D,B ,U ,M,Narcotics,Distribution Of Marijuana-misd,3500 BLOCK OF WHEELER ROAD SE,400500,130200,2016/09/17 22:11:35+00
9236,Public consumption,2016,2016/09/18 04:00:00+00,16:00:06,b'D=\xb9FlXQ',19,2D,206,394100,137400,Out of State,Out of State,W ,U ,F,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",3400 BLOCK OF WATER STREET NW,394100,137400,2016/09/18 20:00:06+00
9237,Possession with intent to distribute,2016,2016/09/18 04:00:00+00,16:58:36,b'\x8b\xf3\xe4\x96\x1f\xe5\xf3',21,7D,707,400100,130700,708,7D,B ,N ,M,Narcotics,Poss W/i To Dist A Controlled Substance,300 BLOCK OF RALEIGH STREET SE,400100,130700,2016/09/18 20:58:36+00
9238,Public consumption,2016,2016/09/18 04:00:00+00,19:00:05,b']\x10\xfe\xf8\xfb\x82\x18',22,2D,206,394100,137400,Out of State,Out of State,A ,N ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",3400 BLOCK OF WATER STREET NW,394100,137400,2016/09/18 23:00:05+00
9239,Distribution,2016,2016/09/20 04:00:00+00,18:36:57,b'O\xc9\x80\x9aN\x0b\n',23,6D,602,404700,136700,603,6D,B ,N ,M,Narcotics,Distribution Of Marijuana-misd,4100 BLOCK OF MINNESOTA AVENUE NE,404700,136700,2016/09/20 22:36:57+00
9240,Possession with intent to distribute,2016,2016/09/20 04:00:00+00,19:40:00,b'$\x98\x7fd %C',22,7D,703,400300,132300,708,7D,B ,N ,M,Narcotics,Poss W/i To Dist Marijuana-misd,2600 BLOCK OF BIRNEY PLACE SE,400300,132300,2016/09/20 23:40:00+00
9241,Possession with intent to distribute,2016,2016/09/21 04:00:00+00,19:40:01,b'\xd0\xd7\xc8\xca\x14\xe8_',20,7D,708,399300,128300,704,7D,B ,N ,M,Narcotics,Poss W/i To Dist A Controlled Substance,UNIT BLOCK OF GALVESTON STREET SW,399300,128300,2016/09/21 23:40:01+00
9242,Public consumption,2016,2016/09/21 04:00:00+00,21:00:08,b'b#\x8d\x80\xe8\xc0\xe4',21,3D,305,398100,138800,603,6D,B ,N ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",2000 BLOCK OF GEORGIA AVENUE NW,398100,138800,2016/09/22 01:00:08+00
9243,Distribution,2016,2016/09/21 04:00:00+00,21:00:52,b'b#\x8d\x80\xe8\xc0\xe4',28,3D,305,398100,138800,,,B ,U ,M,Narcotics,Distribution Of A Controlled Substance,2000 BLOCK OF GEORGIA AVENUE NW,398100,138800,2016/09/22 01:00:52+00
9244,Public consumption,2016,2016/09/22 04:00:00+00,2:05:20,b'\xf8\xa8\xf4\xb4)QV',27,3D,303,396400,139200,407,4D,B ,N ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",2400 BLOCK OF 18TH STREET NW,396400,139200,2016/09/22 06:05:20+00
9245,Public consumption,2016,2016/09/22 04:00:00+00,16:50:20,b'\xc8$\x9e`\xa0p\xdf',24,3D,301,397000,138200,301,3D,B ,N ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",1600 BLOCK OF 15TH STREET NW,397000,138200,2016/09/22 20:50:20+00
9246,Public consumption,2016,2016/09/22 04:00:00+00,16:50:54,b'\xc8$\x9e`\xa0p\xdf',44,3D,301,397000,138200,602,6D,B ,U ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",1600 BLOCK OF 15TH STREET NW,397000,138200,2016/09/22 20:50:54+00
9247,Distribution,2016,2016/09/22 04:00:00+00,19:10:21,b'F\xc5\x03]\xab`\xc8',50,3D,305,398100,138800,106,1D,B ,N ,F,Narcotics,Distribution Of Marijuana-misd,2000 BLOCK OF GEORGIA AVENUE NW,398100,138800,2016/09/22 23:10:21+00
9248,Public consumption,2016,2016/09/22 04:00:00+00,Juvenile,Juvenile,Juvenile,7D,708,0,0,708,7D,Juvenile,Juvenile,Juvenile,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",Juvenile,0,0,2016/09/22 04:00:00+00
9249,Possession with intent to distribute,2016,2016/09/23 04:00:00+00,0:35:40,b'\xe8\xd4\x0c\xb5\x846\x10',37,1D,105,398800,134500,706,7D,B ,U ,M,Narcotics,Poss W/i To Dist Marijuana-fel,K STREET SW,398800,134500,2016/09/23 04:35:40+00
